network,site_name,start_date,end_date,state,"station id",lat,lon,elev
snotel,"TWELVEMILE CREEK",1979/10/01,2100/01/01,MT,835,46.14,-114.45,5600
snotel,"TWIN LAKES",1978/10/01,2100/01/01,MT,836,46.14,-114.51,6400
snotel,"TWO OCEAN PLATEAU",1979/10/01,2100/01/01,WY,837,44.15,-110.22,9240
snotel,"UNIVERSITY CAMP",1978/10/01,2100/01/01,CO,838,40.03,-105.58,10300
snotel,"UPPER RIO GRANDE",1985/10/01,2100/01/01,CO,839,37.72,-107.26,9400
snotel,"UPPER SAN JUAN",1978/10/01,2100/01/01,CO,840,37.49,-106.84,10200
snotel,"VAIL MOUNTAIN",1978/10/01,2100/01/01,CO,842,39.62,-106.38,10300
snotel,VALLECITO,1985/10/01,2100/01/01,CO,843,37.49,-107.51,10880
snotel,"VERNON CREEK",1978/10/01,2100/01/01,UT,844,39.94,-112.41,7401
snotel,"VIENNA MINE",1978/10/01,2100/01/01,ID,845,43.8,-114.85,8960
snotel,WALDRON,1978/10/01,2100/01/01,MT,847,47.92,-112.79,5600
snotel,"WARD MOUNTAIN",1979/10/01,2100/01/01,NV,849,39.13,-114.96,9200
snotel,"WARM SPRINGS",1979/10/01,2100/01/01,MT,850,46.27,-113.16,7800
snotel,"WEBBER SPRINGS",1978/10/01,2100/01/01,WY,852,41.16,-106.93,9250
snotel,"WEBSTER FLAT",1979/10/01,2100/01/01,UT,853,37.57,-112.9,9170
snotel,"WESNER SPRINGS",1988/10/01,2100/01/01,NM,854,35.78,-105.54,11120
snotel,"WEST BRANCH",1979/10/01,2100/01/01,ID,855,45.07,-116.45,5560
snotel,"WHISKEY CK",1979/10/01,2100/01/01,CO,857,37.21,-105.12,10220
snotel,"WHISKEY CREEK",1978/10/01,2100/01/01,MT,858,44.61,-111.15,6800
snotel,"WHISKEY PARK",1985/10/01,2100/01/01,WY,859,41,-106.91,8950
snotel,"WHITE ELEPHANT",1979/10/01,2100/01/01,ID,860,44.53,-111.41,7710
snotel,"WHITE HORSE LAKE",1978/10/01,2100/01/01,AZ,861,35.14,-112.15,7180
snotel,"WHITE MILL",1978/10/01,2100/01/01,MT,862,45.05,-109.91,8700
snotel,"WHITE RIVER #1",1978/10/01,2100/01/01,UT,864,39.96,-110.99,8641
snotel,"WIDTSOE #3",1978/10/01,2100/01/01,UT,865,37.84,-111.88,9640
snotel,WILDCAT,1983/10/01,2100/01/01,AZ,866,33.76,-109.48,7850
snotel,"WILDHORSE DIVIDE",1979/10/01,2100/01/01,ID,867,42.76,-112.48,6490
snotel,"WILLOW CREEK",1979/10/01,2100/01/01,WY,868,42.82,-110.84,8380
snotel,"WILLOW CREEK PASS",1978/10/01,2100/01/01,CO,869,40.35,-106.09,9540
snotel,"WILLOW PARK",1979/10/01,2100/01/01,CO,870,40.43,-105.73,10700
snotel,"WILSON CREEK",1989/10/01,2100/01/01,ID,871,42.01,-115,7120
snotel,"WINDY PEAK",1979/10/01,2100/01/01,WY,872,42.28,-105.58,7900
snotel,"WOLF CREEK SUMMIT",1985/10/01,2100/01/01,CO,874,37.48,-106.8,11000
snotel,WOLVERINE,1979/10/01,2100/01/01,WY,875,44.8,-109.66,7650
snotel,"WOOD CREEK",1978/10/01,2100/01/01,MT,876,47.45,-112.81,5960
snotel,"WORKMAN CREEK",1978/10/01,2100/01/01,AZ,877,33.81,-110.92,6900
snotel,"YOUNTS PEAK",1980/08/28,2100/01/01,WY,878,43.93,-109.82,8350
snotel,"TIZER BASIN",1987/10/01,2100/01/01,MT,893,46.35,-111.85,6880
snotel,"CHOCOLATE GULCH",1992/10/01,2100/01/01,ID,895,43.77,-114.42,6440
snotel,HARDSCRABBLE,1993/10/01,2100/01/01,UT,896,40.87,-111.72,7250
snotel,"STUART MOUNTAIN",1994/07/26,2100/01/01,MT,901,47,-113.93,7400
snotel,"BEAVER HEAD",1993/10/01,2100/01/01,AZ,902,33.69,-109.22,7990
snotel,"NEVADA RIDGE",1993/10/01,2100/01/01,MT,903,46.84,-112.51,7020
snotel,"COLUMBUS BASIN",1994/08/30,2100/01/01,CO,904,37.44,-108.02,10785
snotel,MANCOS,1994/08/30,2100/01/01,CO,905,37.43,-108.17,10000
snotel,"DRY FORK",1994/08/30,2100/01/01,UT,906,40.57,-112.17,7093
snotel,"AGUA CANYON",1994/09/16,2100/01/01,UT,907,37.52,-112.27,8900
snotel,"BUFFALO PARK",1995/09/15,2100/01/01,CO,913,40.23,-106.6,9240
snotel,"MEDANO PASS",1995/10/01,2100/01/01,CO,914,37.85,-105.44,9649
snotel,"SCHWARTZ LAKE",1995/09/26,2100/01/01,ID,915,44.85,-113.84,8540
snotel,"ALBRO LAKE",1996/09/11,2100/01/01,MT,916,45.6,-111.96,8300
snotel,"ROCKY BOY",1996/06/11,2100/01/01,MT,917,48.17,-109.65,4700
snotel,"GARVER CREEK",1996/07/15,2100/01/01,MT,918,48.98,-115.82,4250
snotel,"DAISY PEAK",1995/08/24,2100/01/01,MT,919,46.67,-110.33,7600
snotel,"ELK CABIN",1996/10/01,2100/01/01,NM,921,35.7,-105.81,8210
snotel,"SANTA FE",1996/10/01,2100/01/01,NM,922,35.77,-105.78,11445
snotel,"DEER PARK",1997/08/14,2100/01/01,WY,923,42.59,-108.9,9700
snotel,"WEST YELLOWSTONE",1998/08/24,2100/01/01,MT,924,44.66,-111.09,6700
snotel,"SMILEY MOUNTAIN",2001/09/19,2100/01/01,ID,926,43.73,-113.83,9520
snotel,"SNOWSLIDE CANYON",1997/09/13,2100/01/01,AZ,927,35.34,-111.65,9730
snotel,SACAJAWEA,1999/09/30,2100/01/01,MT,929,45.87,-110.93,6550
snotel,"PETERSON MEADOWS",1998/08/17,2100/01/01,MT,930,46.13,-113.31,7200
snotel,"BIG GOOSE",1998/07/22,2100/01/01,WY,931,44.58,-107.2,7990
snotel,"POORMAN CREEK",1998/07/21,2100/01/01,MT,932,48.13,-115.62,5100
snotel,"RICE PARK",1998/08/10,2100/01/01,NM,933,35.23,-108.27,8460
snotel,TOLBY,1998/08/10,2100/01/01,NM,934,36.47,-105.19,10180
snotel,"JACKWHACKER GULCH",1998/08/10,2100/01/01,CO,935,39.57,-105.8,10960
snotel,"ECHO LAKE",1998/08/10,2100/01/01,CO,936,39.66,-105.59,10600
snotel,"MICHIGAN CREEK",1998/08/10,2100/01/01,CO,937,39.44,-105.91,10600
snotel,"BUCKSKIN JOE",1998/08/10,2100/01/01,CO,938,39.3,-106.11,11150
snotel,"ROUGH AND TUMBLE",1998/08/10,2100/01/01,CO,939,39.03,-106.08,10360
snotel,"LOST DOG",1998/08/07,2100/01/01,CO,940,40.82,-106.75,9320
snotel,"GUNSIGHT PASS",1998/09/03,2100/01/01,WY,944,43.38,-109.88,9820
snotel,"HAPPY JACK",1999/06/14,2100/01/01,AZ,969,34.75,-111.41,7630
snotel,"JONES PASS",1999/09/30,2100/01/01,CO,970,39.76,-105.91,10400
snotel,"PARRISH CREEK",1999/08/02,2100/01/01,UT,971,40.93,-111.81,7740
snotel,"LOUIS MEADOW",1999/09/01,2100/01/01,UT,972,40.83,-111.76,6700
snotel,"BOGUS BASIN",1999/09/21,2100/01/01,ID,978,43.76,-116.1,6340
snotel,"VAN WYCK",2000/10/01,2100/01/01,ID,979,44.38,-116.34,4920
snotel,"BURNT MTN",2000/10/01,2100/01/01,MT,981,45.24,-109.46,5880
snotel,"COLE CANYON",2000/06/13,2100/01/01,WY,982,44.49,-104.41,5910
snotel,"CLAYTON SPRINGS",2000/06/26,2100/01/01,UT,983,37.97,-111.83,10049
snotel,"HIDDEN LAKE",2000/09/20,2100/01/01,ID,988,48.89,-116.76,5040
snotel,"MOSCOW MOUNTAIN",2000/10/01,2100/01/01,ID,989,46.81,-116.85,4700
snotel,"BEAR RIVER RS",2010/10/18,2100/01/01,UT,992,40.89,-110.83,8500
snotel,"UTE CREEK",2000/08/16,2100/01/01,CO,1005,37.61,-105.37,10650
snotel,"LEWIS PEAK",2000/08/21,2100/01/01,NV,1006,40.36,-116.86,7400
snotel,"ONION PARK",1993/10/01,2100/01/01,MT,1008,46.91,-110.85,7410
snotel,"STRINGER CREEK",1995/10/01,2100/01/01,MT,1009,46.93,-110.9,6550
snotel,"TEMPLE FORK",2001/10/01,2100/01/01,UT,1013,41.79,-111.55,7406
snotel,"MIDDLE FORK CAMP",2001/09/19,2100/01/01,CO,1014,39.8,-106.03,8940
snotel,"SAGE CREEK BASIN",2001/10/01,2100/01/01,WY,1015,41.4,-107.26,7850
snotel,"LONG VALLEY",2001/10/01,2100/01/01,ID,1016,44.79,-116.09,4890
snotel,"VACAS LOCAS",2001/10/01,2100/01/01,NM,1017,36.03,-106.81,9306
snotel,"ARAPAHO RIDGE",2002/08/14,2100/01/01,CO,1030,40.35,-106.38,10960
snotel,"NEVER SUMMER",2002/09/09,2100/01/01,CO,1031,40.4,-105.96,10280
snotel,RAWAH,2002/09/09,2100/01/01,CO,1032,40.71,-106.01,9020
snotel,ZIRKEL,2002/08/14,2100/01/01,CO,1033,40.79,-106.6,9340
snotel,"SIERRA BLANCA",2002/10/01,2100/01/01,NM,1034,33.4,-105.79,10280
snotel,"SCHWEITZER SADDLE",2002/09/16,2008/07/15,ID,1038,48.37,-116.64,6110
snotel,"CASCADE MOUNTAIN",2002/10/01,2100/01/01,UT,1039,40.28,-111.61,7702
snotel,"MCCOY PARK",2002/10/01,2100/01/01,CO,1040,39.6,-106.54,9480
snotel,"BEAVER CK VILLAGE",2002/11/15,2100/01/01,CO,1041,39.6,-106.51,8500
snotel,"WILD BASIN",2002/12/13,2100/01/01,CO,1042,40.2,-105.6,9560
snotel,"CROW CREEK",2003/08/07,2100/01/01,WY,1045,41.23,-105.38,8330
snotel,"CINNABAR PARK",2003/10/01,2100/01/01,WY,1046,41.24,-106.23,9574
snotel,"LITTLE SNAKE RIVER",2004/07/27,2100/01/01,WY,1047,41.07,-106.94,8915
snotel,"MCKNIGHT CABIN",2003/09/25,2100/01/01,NM,1048,33.01,-107.87,9240
snotel,"MYRTLE CREEK",2003/10/01,2100/01/01,ID,1053,48.72,-116.46,3520
snotel,"FARMINGTON LOWER",2003/10/01,2100/01/01,UT,1054,40.99,-111.82,6779
snotel,"LIGHTNING RIDGE",2004/07/19,2100/01/01,UT,1056,41.36,-111.49,8215
snotel,"GLEN COVE",2004/08/02,2100/01/01,CO,1057,38.88,-105.07,11460
snotel,GRAYBACK,2004/09/10,2100/01/01,CO,1058,37.47,-106.54,11620
snotel,"COCHETOPA PASS",2004/09/10,2100/01/01,CO,1059,38.16,-106.6,10020
snotel,SHARKSTOOTH,2004/10/01,2100/01/01,CO,1060,37.5,-108.11,10720
snotel,"BEAR RIVER",2004/10/01,2100/01/01,CO,1061,40.06,-107.01,9080
snotel,"GUTZ PEAK",2004/08/26,2100/01/01,UT,1065,37.5,-113.94,6763
snotel,"GARDNER PEAK",2004/08/26,2100/01/01,UT,1066,37.4,-113.46,8322
snotel,"RAGGED MOUNTAIN",2006/08/22,2100/01/01,ID,1081,47.86,-117.04,4210
snotel,"GRAND TARGHEE",2006/08/21,2100/01/01,WY,1082,43.78,-110.93,9260
snotel,"TRES RITOS",2006/09/14,2100/01/01,NM,1083,36.13,-105.53,8600
snotel,TIMBERLINE,2007/08/29,2100/01/01,UT,1097,39.68,-110.43,8684
snotel,"USU DOC DANIEL",2007/06/10,2100/01/01,UT,1098,41.9,-111.51,8270
snotel,"JONES CORRAL",2007/09/20,2100/01/01,UT,1099,38.07,-112.17,9749
snotel,"SAINT ELMO",2007/08/30,2100/01/01,CO,1100,38.7,-106.37,10540
snotel,"CHAPMAN TUNNEL",2007/09/07,2100/01/01,CO,1101,39.26,-106.63,10110
snotel,"HAYDEN PASS",2007/08/28,2100/01/01,CO,1102,38.29,-105.85,10720
snotel,"EAST BOULDER MINE",2008/06/19,2100/01/01,MT,1105,45.5,-110.08,6335
snotel,"ELK PEAK",2008/07/09,2100/01/01,MT,1106,46.48,-110.71,7600
snotel,"RAINBOW CANYON",2008/06/02,2100/01/01,NV,1110,36.25,-115.63,7975
snotel,"BRISTLECONE TRAIL",2008/06/02,2100/01/01,NV,1111,36.32,-115.7,8979
snotel,"LEE CANYON",2008/06/02,2100/01/01,NV,1112,36.31,-115.68,8626
snotel,"TONY GROVE RS",2009/06/08,2100/01/01,UT,1113,41.88,-111.57,6250
snotel,"GARDEN CITY SUMMIT",2009/07/28,2100/01/01,UT,1114,41.92,-111.47,7600
snotel,"KLONDIKE NARROWS",2009/06/10,2100/01/01,UT,1115,41.97,-111.6,7400
snotel,"LAKEFORK #3",2009/08/11,2100/01/01,UT,1116,40.55,-110.35,8464
snotel,"SPIRIT LK",2009/09/15,2100/01/01,UT,1117,40.84,-110.01,10223
snotel,"LOST CREEK RESV",2010/06/15,2100/01/01,UT,1118,41.22,-111.36,6083
snotel,"BLACKHALL MTN",2009/08/07,2100/01/01,WY,1119,41.06,-106.71,9820
snotel,"ELLIOT RIDGE",2009/08/07,2100/01/01,CO,1120,39.86,-106.42,10520
snotel,"FORT VALLEY",2008/06/26,2100/01/01,AZ,1121,35.27,-111.74,7350
snotel,"HOURGLASS LAKE",2008/10/01,2100/01/01,CO,1122,40.58,-105.63,9380
snotel,"LONG DRAW RESV",2008/10/16,2100/01/01,CO,1123,40.51,-105.77,9980
snotel,"MOON PASS",2008/10/01,2100/01/01,CO,1124,37.97,-106.56,11140
snotel,"MORMON MTN SUMMIT",2008/06/02,2100/01/01,AZ,1125,34.97,-111.51,8500
snotel,NUTRIOSO,2008/06/02,2100/01/01,AZ,1127,33.9,-109.16,8500
snotel,"SARGENTS MESA",2008/10/01,2100/01/01,CO,1128,38.29,-106.37,11530
snotel,"CASTLE CREEK",2010/08/18,2100/01/01,WY,1130,43.67,-109.38,8400
snotel,"LITTLE GOOSE",2010/08/04,2100/01/01,WY,1131,44.54,-107.18,8870
snotel,"SOLDIER PARK",2010/08/06,2100/01/01,WY,1132,44.35,-107.02,8720
snotel,"POCKET CREEK",2009/09/10,2100/01/01,WY,1133,42.71,-109.41,9360
snotel,"LARSEN CREEK",2010/08/04,2100/01/01,WY,1134,42.58,-109.09,9000
snotel,"BURTS MILLER RANCH",2009/06/24,2100/01/01,UT,1135,40.98,-110.85,8000
snotel,"TOE JAM",2009/07/07,2100/01/01,NV,1136,41.32,-116.34,7750
snotel,"VACARRO SPRING",2011/06/22,2100/01/01,NV,1137,39.45,-115.98,7860
snotel,"NAVAJO WHISKEY CK",2009/05/12,2100/01/01,NM,1138,36.18,-108.95,9050
snotel,CHALENDER,2009/05/15,2100/01/01,AZ,1139,35.26,-112.06,7100
snotel,"BAKER BUTTE SMT",2009/05/18,2100/01/01,AZ,1140,34.46,-111.38,7700
snotel,"UPPER TAYLOR",2009/08/26,2100/01/01,CO,1141,38.99,-106.75,10640
snotel,"PIERCE R.S.",2009/09/29,2100/01/01,ID,1142,46.49,-115.8,3080
snotel,"BEAVER SPRING",2009/10/01,2100/01/01,AZ,1143,36.33,-109.06,9200
snotel,"BLACKTAIL MTN",2010/08/25,2100/01/01,MT,1144,47.98,-114.25,5650
snotel,"KILFOIL CREEK",2010/06/17,2100/01/01,UT,1145,41.25,-111.41,7400
snotel,"OAK CREEK",2010/07/12,2100/01/01,UT,1146,39.35,-112.19,7772
snotel,"WHEELER PEAK",2010/07/26,2100/01/01,NV,1147,39.01,-114.31,10147
snotel,"FISH LAKE UTAH",2010/08/23,2100/01/01,UT,1149,38.51,-111.77,8818
snotel,KALAMAZOO,2011/07/29,2100/01/01,NV,1150,39.56,-114.63,7965
snotel,"GEORGE CREEK",2010/08/11,2100/01/01,UT,1151,41.92,-113.41,8994
snotel,"CAVE MOUNTAIN",2011/07/27,2100/01/01,NV,1152,39.16,-114.61,10510
snotel,"BUCKBOARD FLAT",2011/09/14,2100/01/01,UT,1153,37.87,-109.45,8998
snotel,"BRIAN HEAD",2011/08/23,2100/01/01,UT,1154,37.68,-112.86,9972
snotel,"BIRD CREEK",2011/07/26,2100/01/01,NV,1155,39.46,-114.65,7900
snotel,"SQUAW SPRINGS",2010/08/23,2100/01/01,UT,1156,38.5,-112.01,9105
snotel,"WEMINUCHE CREEK",2010/10/01,2100/01/01,CO,1160,37.52,-107.32,10740
snotel,"BLACK MOUNTAIN",2010/10/01,2100/01/01,CO,1161,40.89,-105.66,8920
snotel,"BLACKS FORK JCT",2010/10/22,2100/01/01,UT,1162,40.96,-110.58,8870
snotel,"EF BLACKS FORK GS",2010/10/21,2100/01/01,UT,1163,40.88,-110.54,9308
snotel,"ASHLEY DIVIDE",2010/01/09,2100/01/01,MT,1165,48.2,-114.52,4820
snotel,"TAOS POWDERHORN",2010/08/09,2100/01/01,NM,1168,36.58,-105.46,11057
snotel,SHUREE,2010/08/09,2100/01/01,NM,1169,36.79,-105.24,10100
snotel,PALO,2010/08/09,2100/01/01,NM,1170,36.41,-105.33,9350
snotel,"SAN ANTONIO SINK",2011/07/14,2100/01/01,NM,1172,36.86,-106.23,9100
snotel,"LOST COULEE",2011/06/29,2100/01/01,MT,1179,48.96,-110.87,3269
snotel,"LOWER TOOTSIE CK",2011/06/29,2100/01/01,MT,1180,48.8,-111.05,3917
snotel,"UPPER SAGE CK",2011/06/29,2100/01/01,MT,1181,48.89,-111.09,4408
snotel,"GOOSEBERRY R.S. UP",2011/07/18,2100/01/01,UT,1184,38.79,-111.69,8347
snotel,"BASSOO PEAK",2011/10/12,2100/01/01,MT,1190,47.86,-114.76,5150
snotel,"BUCK PASTURE",2011/11/22,2100/01/01,UT,1192,40.84,-110.66,9700
snotel,"SUMMIT LK",2011/09/12,2100/01/01,NV,1194,41.49,-119,7649
snotel,GOLCONDA,2011/09/12,2100/01/01,NV,1195,40.88,-117.59,6560
snotel,"REYNOLDS CREEK",1999/08/31,2100/01/01,ID,2029,43.07,-116.75,5600
